record_id,Age,Gender,Weight_kg,Height_m,BMI,BMI_Index,Body_Fat_Pct,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hrs,Calories_Burned,Workout_Type,Water_Intake_L,Workout_Frequency_wk,Experience_Level,Fitness_Goal,Activity_Level,Daily_Calories_Intake,Sleep_Hours,Stress_Level,is_duplicate_flag,source
6299,64,female,58.5,1.509,25.69,3,46.0,189,157,77,2.22,311,Cardio,0.95,2,3,,Moderate,2378,9.0,6,0,Kaggle_BMIDataset
6300,46,MALE,82.0,1.728,27.46,3,36.9,170,110,51,0.81,516,Strength,2.86,4,1,Lose Weight,lightly active,897,5.6,4,0,Kaggle_BMIDataset
6301,26,F,96.8,1.47,44.8,5,41.7,174,147,45,0.73,415,HIIT,1.72,2,,bulking,Moderate,,7.6,9,0,Kaggle_GymMembers
6302,68,male,132.497662,1.661,48.03,5,15.3,168,168,43,0.83,1386,yoga,2.51,1,2,maintenance,Active,,,1,0,Kaggle_FitnessMetrics
6303,49,M,48.8,1.674,17.41,1,41.7,152,154,87,1.4,1071,HIIT,2.89,1,3,cutting,,4039,6.6,9,0,Kaggle_FitnessMetrics
6304,69,FEMALE,56.1,1.536,23.78,2,34.2,151,128,52,0.74,303,Yoga,1.39,7,,Weight Loss,Light,3759,7.5,7,0,Kaggle_BMIDataset
6305,42,female,64.0,1.601,24.97,2,24.6,167,142,96,0.36,1180,,3.07,5,2,,lightly active,1514,7.1,4,0,Kaggle_GymMembers
6306,34,male,66.0,1.773,21.0,2,50.2,191,111,70,0.73,979,yoga,3.53,,3,Maintenance,lightly active,1574,5.0,6,0,Kaggle_FitnessMetrics
6307,64,female,47.3,1.468,21.95,2,37.0,159,100,97,2.74,446,N/A,2.33,,,Weight Loss,Light,1664,6.0,2,0,Kaggle_FitnessMetrics
6308,39,Female,53.4,1.633,20.02,2,25.3,200,108,64,2.33,336,,3.53,5,2,weight loss,Sedentary,889,8.2,8,0,Kaggle_FitnessMetrics
6309,50,MALE,78.2,1.766,25.07,3,51.1,163,105,73,1.96,122,Strength,1.4,2,,Build Muscle,lightly active,2287,6.5,7,0,Kaggle_BMIDataset
6310,52,MALE,70.5,1.626,26.67,3,32.1,143,105,66,1.89,1375,HIIT,3.19,3,3,bulking,Very Active,3888,6.4,6,0,Kaggle_BMIDataset
6311,42,MALE,77.5,1.87,22.16,2,37.1,156,101,52,0.41,241,N/A,3.11,1,1,Maintenance,Very Active,1555,4.4,1,0,Kaggle_BMIDataset
6312,51,Female,45.7,1.689,16.02,1,38.5,185,166,72,0.54,350,Yoga,1.21,6,2,Maintenance,Moderate,2106,8.4,8,0,Kaggle_BMIDataset
6313,26,Male,107.0,1.875,30.44,4,47.9,191,129,56,1.68,1498,HIIT,1.16,5,1,weight loss,Sedentary,1909,7.4,5,0,Kaggle_BMIDataset
6314,45,MALE,66.4,1.773,21.12,2,21.9,175,121,97,1.78,1007,HIIT,2.95,3,,Muscle Gain,Sedentary,4154,6.4,3,0,Kaggle_GymMembers
6315,16,MALE,81.8,1.819,24.72,2,39.4,198,153,54,0.76,1483,HIIT,3.27,4,2,Stay Fit,,3998,5.4,7,0,Kaggle_FitnessMetrics
6316,73,F,72.3,1.496,32.31,4,29.1,185,136,70,1.94,162,yoga,3.61,5,1,Muscle Gain,Light,2439,6.4,4,0,Kaggle_FitnessMetrics
6317,36,MALE,89.8,1.736,29.8,3,46.0,151,124,54,0.73,969,hiit,2.87,,,Lose Weight,Sedentary,2721,4.5,7,0,Kaggle_FitnessMetrics
6318,18,F,63.6,1.564,26.0,3,39.1,167,173,,0.84,826,Cardio,3.17,3,,muscle gain,Sedentary,4311,7.8,1,0,Kaggle_FitnessMetrics
6319,27,Male,120.9,1.749,39.52,4,52.5,144,123,61,1.52,790,yoga,1.66,2,3,,lightly active,1634,6.7,4,0,Kaggle_GymMembers
6320,48,F,,1.604,,,53.9,167,139,45,2.39,761,Strength,0.88,6,1,Maintenance,,3096,5.1,6,0,Kaggle_GymMembers
6321,44,Male,63.2,1.814,19.21,2,16.3,153,106,97,1.17,1468,,2.95,2,3,bulking,Light,2199,7.2,9,0,Kaggle_GymMembers
6322,60,FEMALE,43.0,1.572,17.4,1,33.7,200,125,47,2.28,533,Yoga,3.79,1,2,Stay Fit,Light,3325,8.3,2,0,Kaggle_BMIDataset
6323,76,FEMALE,70.6,1.62,26.9,3,10.9,197,154,71,2.43,1483,yoga,3.65,5,1,Maintenance,,3027,6.3,6,0,Kaggle_FitnessMetrics
6324,33,FEMALE,64.9,1.507,28.58,3,9.2,165,115,49,0.83,124,hiit,1.88,2,3,cutting,Sedentary,2184,8.8,10,0,Kaggle_BMIDataset
6325,28,Female,81.9,157.9,32.85,4,30.2,199,137,91,1.58,1412,hiit,1.0,3,3,Stay Fit,Moderate,2814,4.9,4,0,Kaggle_BMIDataset
6326,15,Female,39.5,1.527,16.94,1,15.9,172,118,59,1.13,920,Yoga,3.04,,,bulking,Very Active,4205,8.4,8,0,Kaggle_FitnessMetrics
6327,36,male,77.4,1.871,22.11,2,50.8,148,123,73,0.47,276,Strength,3.63,6,1,Stay Fit,,4467,6.8,1,0,Kaggle_FitnessMetrics
6328,42,F,55.3,1.643,20.49,2,38.7,171,109,73,0.46,1301,yoga,1.55,5,,muscle gain,Sedentary,2596,7.6,10,0,Kaggle_GymMembers
6329,57,Male,92.6,1.817,28.05,3,22.2,181,111,87,2.61,677,Yoga,0.6,,1,Stay Fit,lightly active,4427,7.1,9,0,Kaggle_FitnessMetrics
6330,62,Male,73.9,1.731,24.66,2,13.6,152,112,43,1.81,618,HIIT,2.41,3,2,,Light,3032,8.0,6,0,Kaggle_BMIDataset
6331,39,M,108.9,1.711,37.2,4,14.7,191,156,97,2.55,541,Strength,2.99,5,1,Lose Weight,Active,1046,7.9,8,0,Kaggle_BMIDataset
6332,76,Female,74.1,1.629,27.92,3,15.3,164,139,49,2.81,981,,2.77,,3,Stay Fit,Very Active,2828,9.3,9,0,Kaggle_FitnessMetrics
6333,58,FEMALE,41.6,1.614,15.97,0,41.5,144,129,68,1.32,917,yoga,3.72,4,1,maintenance,,2719,6.9,6,1,Kaggle_GymMembers
6334,53,Male,78.9,1.678,28.02,3,10.1,172,102,53,2.98,848,hiit,3.22,1,1,bulking,lightly active,3712,8.3,9,0,Kaggle_FitnessMetrics
6335,77,male,76.0,1.665,27.41,3,18.5,158,169,80,2.61,937,N/A,1.21,,,weight loss,Very Active,3747,9.3,2,0,Kaggle_GymMembers
6336,59,female,146.386768,1.565,59.77,5,,150,138,68,1.08,1224,Yoga,2.39,5,2,cutting,Active,1673,5.4,3,0,Kaggle_GymMembers
6337,76,MALE,104.6,1.859,30.27,4,48.1,194,108,72,0.85,237,cardio,2.09,,,Muscle Gain,,851,6.2,9,0,Kaggle_FitnessMetrics
6338,51,male,70.0,1.628,26.41,3,53.2,175,157,79,2.3,1238,Strength,1.28,7,3,Stay Fit,lightly active,1072,6.9,10,0,Kaggle_BMIDataset
6339,63,male,86.7,1.7,30.0,4,6.4,171,145,52,2.81,1273,Cardio,3.69,3,3,Maintenance,lightly active,2610,6.2,8,0,Kaggle_GymMembers
6340,61,Male,66.2,1.763,21.3,2,23.1,193,127,97,1.09,1256,strength,2.39,2,,Build Muscle,Very Active,3336,3.6,,0,Kaggle_FitnessMetrics
6341,22,F,88.5,1.585,35.23,4,34.4,145,121,88,2.41,481,cardio,1.35,1,1,,lightly active,3470,9.5,7,0,Kaggle_BMIDataset
6342,75,MALE,68.8,1.858,19.93,2,39.6,159,156,65,1.61,1175,N/A,3.39,4,,Maintenance,Moderate,4310,4.6,,1,Kaggle_BMIDataset
6343,39,female,34.5,1.764,11.09,0,23.1,162,140,71,2.6,578,cardio,3.09,1,1,maintenance,sedentary,2353,5.6,4,0,Kaggle_GymMembers
6344,70,Male,90.1,1.805,27.65,3,23.8,183,114,95,2.76,748,hiit,0.65,3,3,weight loss,sedentary,4255,4.6,10,0,Kaggle_GymMembers
6345,21,M,84.0,1.661,30.45,4,8.0,163,125,90,1.03,185,yoga,3.92,6,2,,Light,1370,8.7,8,0,Kaggle_BMIDataset
6346,21,M,172.62174599999997,1.789,53.94,5,,,172,94,1.65,758,N/A,2.25,1,3,Stay Fit,sedentary,1053,3.6,7,0,Kaggle_BMIDataset
6347,55,M,83.2,1.769,26.59,3,30.5,190,143,49,2.05,988,yoga,0.56,1,1,cutting,Active,937,6.1,4,0,Kaggle_GymMembers
6348,65,male,109.7,1.463,51.25,5,39.2,143,145,62,2.83,1152,,2.68,6,,Stay Fit,lightly active,2173,9.5,5,0,Kaggle_BMIDataset
6349,26,female,76.2,1.574,30.76,4,,187,119,49,2.33,147,,3.07,5,1,maintenance,Sedentary,1984,8.1,7,0,Kaggle_BMIDataset
6350,51,MALE,81.5,1.787,25.52,3,42.6,175,107,44,1.52,1273,,2.68,2,3,muscle gain,Sedentary,1971,7.8,8,0,Kaggle_FitnessMetrics
6351,31,MALE,92.2,1.615,35.35,4,19.0,166,159,80,0.78,735,N/A,0.97,1,,weight loss,Light,4217,9.1,4,0,Kaggle_BMIDataset
6352,50,Male,73.8,1.815,22.4,2,33.9,151,100,69,2.54,496,N/A,0.81,,2,maintenance,sedentary,1263,9.0,3,0,Kaggle_FitnessMetrics
6353,50,MALE,84.6,1.767,27.1,3,42.8,146,138,68,1.4,637,N/A,2.7,,1,Maintenance,lightly active,1982,6.9,8,0,Kaggle_GymMembers
6354,65,FEMALE,89.4,1.602,34.83,4,41.3,185,174,46,2.63,879,yoga,2.04,,3,Weight Loss,,2854,4.3,2,0,Kaggle_FitnessMetrics
6355,46,F,52.9,1.641,19.64,2,39.0,140,166,56,2.23,1382,Strength,1.11,4,1,maintenance,Light,1087,9.7,9,0,Kaggle_GymMembers
6356,70,F,54.8,1.655,20.01,2,27.7,,132,70,0.84,1411,Cardio,0.84,4,2,Lose Weight,Sedentary,2965,7.6,3,0,Kaggle_BMIDataset
6357,41,FEMALE,164.24418999999997,1.588,65.13,5,14.6,151,171,76,1.81,1274,cardio,1.11,3,2,weight loss,sedentary,3335,8.5,2,0,Kaggle_FitnessMetrics
6358,71,MALE,76.9,1.69,26.92,3,,154,107,86,2.39,653,hiit,0.88,,3,muscle gain,lightly active,1796,7.7,9,0,Kaggle_BMIDataset
6359,75,Male,66.0,1.754,21.45,2,9.0,162,171,70,0.76,1169,,2.61,5,3,muscle gain,Moderate,3030,7.9,9,0,Kaggle_BMIDataset
6360,52,MALE,121.1,1.79,37.8,4,13.4,180,105,78,1.5,264,N/A,3.27,7,3,Stay Fit,Sedentary,866,7.3,7,0,Kaggle_GymMembers
6361,40,Male,29.9,1.769,9.55,0,33.7,152,141,43,0.69,771,N/A,1.3,1,,Lose Weight,Moderate,2087,7.5,7,0,Kaggle_GymMembers
6362,49,FEMALE,83.7,1.517,36.37,4,33.1,192,110,100,0.46,1163,Cardio,2.62,6,,Build Muscle,Sedentary,4168,6.3,5,0,Kaggle_GymMembers
6363,75,Female,48.1,1.547,20.1,2,,183,147,96,2.72,249,Yoga,3.52,,2,Build Muscle,sedentary,1154,6.5,7,0,Kaggle_GymMembers
6364,25,MALE,65.7,1.619,25.07,3,28.6,171,154,80,1.15,1162,Strength,1.4,4,1,Stay Fit,Very Active,1712,8.4,9,0,Kaggle_GymMembers
6365,41,MALE,66.1,1.9,18.31,1,38.4,165,134,54,2.22,865,cardio,1.03,5,1,maintenance,,2938,8.0,2,0,Kaggle_BMIDataset
6366,20,M,80.5,1.694,28.05,3,13.4,197,104,66,2.22,1285,HIIT,2.09,3,,Lose Weight,Moderate,1984,4.1,8,0,Kaggle_BMIDataset
6367,53,Male,80.2,1.616,30.71,4,46.7,146,169,55,2.43,587,yoga,2.16,5,2,muscle gain,Moderate,,5.3,7,0,Kaggle_GymMembers
6368,33,female,76.8,1.511,33.64,4,28.1,165,172,87,2.59,1368,Cardio,3.05,6,3,Build Muscle,lightly active,2777,8.1,5,0,Kaggle_BMIDataset
6369,14,Female,141.53660399999998,1.662,51.24,5,44.6,,109,69,1.41,512,Cardio,2.7,7,,Maintenance,Active,3115,8.6,8,0,Kaggle_FitnessMetrics
6370,21,FEMALE,64.8,1.659,23.54,2,14.3,172,157,88,2.15,,yoga,1.65,1,2,maintenance,Light,,8.3,3,0,Kaggle_FitnessMetrics
6371,19,Male,81.0,1.721,27.35,3,33.4,149,131,45,2.96,1310,N/A,1.49,6,2,maintenance,sedentary,1043,8.4,7,0,Kaggle_FitnessMetrics
6372,70,male,88.4,1.781,27.87,3,19.2,178,173,67,2.28,164,N/A,3.31,3,,bulking,lightly active,3631,7.8,3,0,Kaggle_FitnessMetrics
6373,57,Female,69.3,1.627,26.18,3,7.2,156,175,48,2.37,267,HIIT,3.89,5,3,Lose Weight,Light,2783,7.1,9,0,Kaggle_GymMembers
6374,16,M,90.3,1.817,27.35,3,6.8,142,153,,0.35,1490,yoga,2.29,7,,Lose Weight,lightly active,2812,,1,0,Kaggle_GymMembers
6375,69,male,72.4,1.834,21.52,2,44.4,181,119,83,1.18,1094,cardio,1.93,3,2,cutting,Very Active,950,9.5,5,0,Kaggle_FitnessMetrics
6376,61,MALE,85.4,1.736,28.34,3,51.8,149,124,57,0.74,1188,Cardio,1.13,7,2,Weight Loss,Sedentary,4343,8.2,6,0,Kaggle_BMIDataset
6377,41,F,74.9,1.684,26.41,3,7.5,152,140,41,0.9,,HIIT,1.6,,1,Lose Weight,Moderate,4287,5.0,7,0,Kaggle_FitnessMetrics
6378,41,Male,59.9,1.648,22.06,2,35.3,153,159,40,2.56,1447,strength,1.25,6,,Build Muscle,lightly active,3378,7.1,5,0,Kaggle_FitnessMetrics
6379,13,MALE,77.1,1.727,25.85,3,25.7,186,174,88,2.55,1237,Strength,2.5,6,3,maintenance,Very Active,3958,6.6,4,0,Kaggle_FitnessMetrics
6380,50,male,65.1,1.681,23.04,2,6.6,180,,100,2.3,454,Strength,2.01,6,3,maintenance,Light,1514,6.2,,0,Kaggle_FitnessMetrics
6381,14,male,52.3,1.598,20.48,2,39.9,144,145,76,1.65,422,strength,1.64,,3,muscle gain,Active,4370,5.8,3,0,Kaggle_GymMembers
6382,46,female,65.1,160.8,25.18,3,22.0,175,162,78,1.41,668,hiit,0.62,3,1,bulking,Moderate,1639,6.9,8,0,Kaggle_GymMembers
6383,51,F,69.1,1.55,28.76,3,37.8,190,163,57,2.2,964,Cardio,2.54,7,,maintenance,,1986,7.7,9,0,Kaggle_FitnessMetrics
6384,15,FEMALE,68.6,1.572,27.76,3,44.5,159,,57,2.39,1354,Cardio,3.1,6,3,Stay Fit,Sedentary,1617,5.6,1,0,Kaggle_GymMembers
6385,59,MALE,90.2,1.705,31.03,4,29.3,173,117,70,0.82,307,HIIT,0.87,,1,bulking,Moderate,1340,5.9,5,0,Kaggle_FitnessMetrics
6386,64,female,75.8,1.543,31.84,4,54.1,175,147,41,2.09,982,strength,2.77,6,2,weight loss,Moderate,3200,4.7,2,0,Kaggle_GymMembers
6387,73,M,87.7,1.719,29.68,3,8.8,198,134,66,2.03,1140,Cardio,2.36,1,,maintenance,Sedentary,4061,8.2,9,1,Kaggle_GymMembers
6388,23,male,82.9,1.833,24.67,2,14.4,186,127,43,1.46,1055,yoga,1.61,2,,Maintenance,sedentary,2091,5.8,8,0,Kaggle_FitnessMetrics
6389,18,M,61.6,1.77,19.66,2,34.4,149,109,98,2.48,1407,yoga,3.17,,1,,sedentary,1418,4.5,4,0,Kaggle_GymMembers
6390,48,FEMALE,,1.679,,,50.7,176,150,62,2.7,377,Strength,2.89,5,,,Sedentary,3959,5.0,4,0,Kaggle_BMIDataset
6391,63,M,79.6,1.667,28.64,3,45.0,176,159,49,0.37,971,Yoga,3.17,2,,Muscle Gain,Sedentary,3283,7.4,6,1,Kaggle_FitnessMetrics
6392,18,FEMALE,60.4,1.778,19.11,2,23.7,185,155,88,0.34,1059,Strength,3.86,2,,bulking,Moderate,1611,9.4,1,1,Kaggle_BMIDataset
6393,51,FEMALE,37.4,1.607,14.48,0,52.8,170,105,56,2.01,1117,HIIT,3.46,5,3,,,1075,6.9,1,0,Kaggle_FitnessMetrics
6394,78,MALE,56.8,1.82,17.15,1,33.2,145,129,87,2.64,1001,Yoga,1.3,,2,Stay Fit,,,6.1,7,0,Kaggle_FitnessMetrics
6395,63,Female,63.8,1.539,26.94,3,50.0,186,127,52,0.81,639,,2.5,7,1,Lose Weight,Sedentary,2695,7.0,,1,Kaggle_GymMembers
6396,14,M,58.0,1.84,17.13,1,40.9,194,136,65,2.29,233,Strength,3.68,7,3,maintenance,lightly active,4360,6.1,6,0,Kaggle_GymMembers
6397,75,Male,69.6,1.62,26.52,3,43.1,175,115,95,2.36,996,N/A,2.1,,2,cutting,Moderate,1214,8.1,1,0,Kaggle_GymMembers
6398,18,FEMALE,47.7,1.526,20.48,2,23.2,162,136,68,1.31,472,Cardio,0.95,6,3,,Active,1575,,,1,Kaggle_FitnessMetrics
6399,28,male,76.0,1.76,24.54,2,8.4,195,161,50,2.39,1092,Strength,2.16,4,1,maintenance,Sedentary,2167,4.4,2,0,Kaggle_GymMembers
6400,39,F,37.4,1.468,17.35,1,22.8,172,170,43,0.61,599,Cardio,2.35,5,2,maintenance,Moderate,4429,7.3,2,0,Kaggle_GymMembers
6401,66,female,65.5,1.521,28.31,3,18.9,188,115,60,1.43,740,Cardio,2.61,7,,cutting,Sedentary,4054,6.0,2,0,Kaggle_GymMembers
6402,48,FEMALE,56.9,1.759,18.39,1,8.8,155,134,65,1.71,611,Strength,1.5,7,,Build Muscle,Light,4237,5.5,4,0,Kaggle_GymMembers
6403,25,MALE,80.1,1.746,26.28,3,15.5,176,161,,0.46,1167,Cardio,1.37,7,,Stay Fit,lightly active,1120,6.7,8,1,Kaggle_BMIDataset
6404,68,Female,64.1,1.538,27.1,3,47.0,197,145,47,0.62,1232,yoga,3.05,,2,,Active,3884,5.4,8,0,Kaggle_BMIDataset
6405,30,male,,1.563,,,11.8,194,167,78,2.84,1000,Cardio,1.04,2,1,bulking,Moderate,3540,9.5,5,0,Kaggle_FitnessMetrics
6406,57,Female,84.5,1.585,33.64,4,35.8,195,111,59,2.75,1428,Cardio,3.16,6,3,Weight Loss,Sedentary,1408,7.3,3,0,Kaggle_GymMembers
6407,22,F,61.3,1.686,21.56,2,35.9,161,101,53,1.07,392,Cardio,1.98,5,1,weight loss,Moderate,1651,4.9,9,0,Kaggle_FitnessMetrics
6408,61,MALE,60.3,1.548,25.16,3,31.2,186,164,73,0.6,502,Strength,1.97,2,3,Weight Loss,,3751,9.2,8,0,Kaggle_FitnessMetrics
6409,70,F,71.8,1.512,31.41,4,27.4,172,118,79,0.79,951,N/A,3.52,4,1,Muscle Gain,Sedentary,3183,,1,0,Kaggle_BMIDataset
6410,52,Male,79.2,1.715,26.93,3,49.2,,137,43,1.75,1059,Cardio,2.45,6,,maintenance,Moderate,1146,4.6,2,0,Kaggle_FitnessMetrics
6411,29,M,71.8,1.74,23.72,2,,185,114,71,2.55,778,Cardio,2.65,,2,maintenance,Sedentary,1273,5.3,2,0,Kaggle_FitnessMetrics
6412,73,Female,88.9,156.6,36.25,4,13.0,175,110,64,1.59,922,Cardio,0.76,4,2,bulking,Sedentary,2443,6.9,2,0,Kaggle_FitnessMetrics
6413,55,Female,63.3,1.55,26.35,3,6.1,,108,43,0.64,506,strength,1.25,,2,muscle gain,lightly active,1028,6.8,10,0,Kaggle_FitnessMetrics
6414,13,F,56.3,1.646,20.78,2,36.4,168,130,65,2.38,465,,2.3,6,3,cutting,lightly active,1053,7.8,10,0,Kaggle_FitnessMetrics
6415,29,F,31.0,1.577,12.47,0,29.5,200,125,70,1.13,1282,Cardio,1.78,5,3,Maintenance,Light,2154,7.3,8,0,Kaggle_BMIDataset
6416,63,FEMALE,52.6,1.501,23.35,2,15.2,186,100,77,0.72,1200,Strength,3.7,3,3,weight loss,Active,4008,8.6,7,0,Kaggle_BMIDataset
6417,13,F,70.3,1.59,27.81,3,19.5,169,141,48,0.88,756,N/A,0.74,2,3,maintenance,Sedentary,2857,7.0,5,1,Kaggle_FitnessMetrics
6418,22,M,61.5,1.81,18.77,2,10.5,185,155,56,2.62,1375,N/A,0.71,2,3,Maintenance,Sedentary,3647,6.7,9,0,Kaggle_BMIDataset
6419,27,FEMALE,72.1,1.568,29.33,3,19.6,150,101,62,2.77,796,Yoga,2.71,4,2,Lose Weight,sedentary,1895,6.3,2,0,Kaggle_BMIDataset
6420,29,F,55.9,1.621,21.27,2,26.6,154,137,79,1.53,1029,,2.87,,3,bulking,lightly active,2093,,9,0,Kaggle_GymMembers
6421,31,FEMALE,71.8,,,,29.1,191,152,87,1.88,1197,,1.53,,3,cutting,Light,3946,6.3,4,0,Kaggle_GymMembers
6422,75,Female,,1.547,,,20.4,183,173,61,1.92,299,HIIT,3.43,6,,,lightly active,2482,,4,0,Kaggle_FitnessMetrics
6423,78,Female,41.7,1.545,17.47,1,45.8,186,141,100,0.62,936,Strength,3.96,1,2,weight loss,Light,1047,5.6,9,0,Kaggle_GymMembers
6424,74,M,77.2,1.669,27.71,3,11.4,146,120,83,0.61,992,strength,3.4,7,1,,Sedentary,2284,7.3,6,0,Kaggle_BMIDataset
6425,30,Male,50.0,1.722,16.86,1,40.7,146,132,55,0.65,1445,Cardio,2.39,5,3,Maintenance,Sedentary,1077,8.1,10,0,Kaggle_FitnessMetrics
6426,23,Male,70.7,1.82,21.34,2,17.7,162,164,83,0.32,356,Cardio,3.8,3,,Muscle Gain,Sedentary,3685,3.5,,0,Kaggle_GymMembers
6427,24,Female,49.1,1.438,23.74,2,9.7,168,148,57,0.56,829,Cardio,3.82,1,2,maintenance,Sedentary,829,6.2,3,0,Kaggle_FitnessMetrics
6428,30,M,46.4,1.753,15.1,0,24.2,197,120,40,0.96,800,HIIT,2.96,5,1,muscle gain,Sedentary,1114,5.7,9,0,Kaggle_BMIDataset
6429,44,F,71.6,1.618,27.35,3,11.9,198,141,64,1.4,345,,0.71,,2,,,3796,6.3,10,1,Kaggle_BMIDataset
6430,62,F,46.4,1.587,18.42,1,17.2,,116,64,1.88,859,Strength,1.06,3,1,Build Muscle,Very Active,3659,9.9,4,0,Kaggle_FitnessMetrics
6431,37,M,83.4,1.816,25.29,3,48.1,161,131,51,0.94,455,hiit,3.6,2,,bulking,Sedentary,2943,8.5,9,0,Kaggle_BMIDataset
6432,57,MALE,54.4,,,,19.2,160,126,82,0.46,229,Yoga,1.76,1,3,Maintenance,,1351,8.0,1,0,Kaggle_BMIDataset
6433,64,Male,76.5,1.737,25.35,3,11.1,182,172,44,1.53,799,Strength,2.4,7,,muscle gain,Light,1287,3.9,3,0,Kaggle_BMIDataset
6434,34,M,77.1,1.813,23.46,2,14.1,194,153,53,1.54,481,Strength,1.36,6,,Stay Fit,Sedentary,4261,8.7,4,0,Kaggle_GymMembers
6435,26,F,69.1,1.642,25.63,3,25.0,172,153,53,0.53,1446,Strength,1.92,1,2,muscle gain,Very Active,1253,10.4,10,0,Kaggle_GymMembers
6436,45,F,72.3,1.595,28.42,3,21.0,145,100,,0.5,171,Yoga,3.77,4,2,Muscle Gain,Sedentary,4374,8.9,3,0,Kaggle_GymMembers
6437,44,female,60.6,1.649,22.29,2,39.9,156,135,62,2.72,486,cardio,1.02,3,2,weight loss,lightly active,4055,7.0,8,0,Kaggle_BMIDataset
6438,50,male,72.4,1.746,23.75,2,5.1,140,172,89,0.81,546,Cardio,3.17,5,2,cutting,sedentary,1446,7.1,1,0,Kaggle_FitnessMetrics
6439,54,M,51.0,1.55,21.23,2,16.4,194,145,94,2.58,829,Strength,0.93,4,,Weight Loss,Sedentary,1811,6.0,5,0,Kaggle_BMIDataset
6440,72,F,68.0,1.62,25.91,3,25.4,,151,69,2.02,1128,Cardio,2.03,1,3,Stay Fit,Very Active,3870,10.9,2,0,Kaggle_FitnessMetrics
6441,35,FEMALE,72.2,1.717,24.49,2,5.3,182,164,43,2.21,131,strength,1.7,6,1,,sedentary,1537,6.1,5,0,Kaggle_GymMembers
6442,60,M,89.4,1.69,31.3,4,39.1,142,172,60,1.11,586,Strength,1.0,2,3,weight loss,Very Active,4291,8.3,9,0,Kaggle_GymMembers
6443,58,female,52.1,1.501,23.12,2,52.1,153,141,63,1.11,1479,N/A,1.82,7,3,Weight Loss,lightly active,1680,6.7,9,0,Kaggle_BMIDataset
6444,71,Male,92.1,1.814,27.99,3,36.6,153,166,86,0.87,735,strength,3.58,6,2,Muscle Gain,Very Active,2998,6.7,8,0,Kaggle_GymMembers
6445,52,female,77.0,1.653,28.18,3,42.8,163,128,62,1.58,622,strength,1.68,1,,bulking,lightly active,2970,9.1,8,0,Kaggle_FitnessMetrics
6446,25,male,65.8,1.69,23.04,2,22.6,162,115,55,0.61,931,hiit,3.34,2,1,Maintenance,lightly active,,7.8,5,0,Kaggle_FitnessMetrics
6447,25,F,52.1,1.622,19.8,2,16.7,159,171,93,2.09,1181,strength,2.47,1,2,bulking,lightly active,1573,10.5,3,0,Kaggle_GymMembers
6448,27,Male,68.3,1.693,23.83,2,44.7,147,122,91,2.16,674,,2.11,,,Weight Loss,Moderate,877,6.2,10,0,Kaggle_FitnessMetrics
6449,43,F,39.9,1.651,14.64,0,38.6,183,129,68,1.84,569,Cardio,3.49,6,3,muscle gain,Moderate,,8.9,1,0,Kaggle_FitnessMetrics
6450,51,male,65.4,1.691,22.87,2,45.7,163,138,80,1.61,969,HIIT,2.36,2,,,Sedentary,2779,8.5,2,0,Kaggle_FitnessMetrics
6451,42,MALE,68.8,1.539,29.05,3,11.8,150,156,72,2.76,447,Yoga,2.72,3,,bulking,Active,1347,8.0,10,0,Kaggle_GymMembers
6452,17,F,35.4,1.61,13.66,0,32.8,189,142,86,0.45,400,Strength,2.87,2,1,Build Muscle,lightly active,3107,5.6,8,0,Kaggle_BMIDataset
6453,67,Male,65.3,1.778,20.66,2,17.1,163,104,98,1.07,762,Yoga,2.84,1,2,Lose Weight,Moderate,3115,7.2,4,0,Kaggle_FitnessMetrics
6454,60,Male,70.4,1.748,23.04,2,14.4,142,171,77,2.5,737,N/A,0.72,2,2,cutting,Active,2735,8.0,4,0,Kaggle_BMIDataset
6455,76,male,88.6,1.719,29.98,3,39.5,176,131,64,2.31,1337,hiit,1.3,1,1,Stay Fit,Moderate,3904,,6,0,Kaggle_FitnessMetrics
6456,77,M,49.8,1.727,16.7,1,18.4,198,107,91,1.63,286,Strength,1.17,6,2,,Sedentary,1371,6.5,7,0,Kaggle_GymMembers
6457,15,M,93.3,1.807,28.57,3,52.4,193,154,97,0.78,347,strength,0.71,1,3,Stay Fit,Sedentary,3164,7.8,6,0,Kaggle_GymMembers
6458,35,M,73.0,1.714,24.85,2,32.7,156,175,65,1.33,1209,Yoga,0.87,3,2,Maintenance,Moderate,3291,6.3,1,0,Kaggle_FitnessMetrics
6459,16,Male,77.1,1.858,22.33,2,5.5,198,108,73,0.87,799,Yoga,2.77,5,,cutting,Light,3658,6.6,10,0,Kaggle_BMIDataset
6460,27,Female,63.5,1.554,26.29,3,49.2,192,131,86,2.5,1339,cardio,2.85,6,3,weight loss,Moderate,1016,7.1,3,0,Kaggle_GymMembers
6461,79,Male,59.9,1.72,20.25,2,38.7,176,105,43,2.68,1325,hiit,0.81,1,3,Lose Weight,Sedentary,2160,5.5,1,0,Kaggle_BMIDataset
6462,45,FEMALE,78.3,1.552,32.51,4,22.9,161,122,80,2.72,768,Strength,3.24,3,1,Build Muscle,Moderate,2321,3.9,7,0,Kaggle_FitnessMetrics
6463,43,female,59.0,1.524,25.4,3,49.0,153,104,49,0.27,1219,N/A,3.06,2,3,cutting,lightly active,1623,7.5,3,0,Kaggle_BMIDataset
